departure_city,arrival_city,departure_station,arrival_station,travel_time,departure_coordinates,arrival_coordinates
Libourne,Périgueux,Libourne,Périgueux,44,"44.9159040,-0.2363590","45.1874250,0.70839600"
Périgueux,Mussidan,Périgueux,Mussidan,18,"45.1874250,0.70839600","45.0343770,0.35406800"
Mussidan,Libourne,Mussidan,Libourne,29,"45.0343770,0.35406800","44.9159040,-0.2363590"
Thiviers,Négrondes,Thiviers,Négrondes,7,"45.4187590,0.92161000","45.3461080,0.86165400"
Négrondes,Périgueux,Négrondes,Périgueux,15,"45.3461080,0.86165400","45.1874250,0.70839600"
Nexon,Bussière-Galant,Nexon,Bussière-Galant,12,"45.6915650,1.17843100","45.6075590,1.02649500"
Bussière-Galant,Thiviers,Bussière-Galant,Thiviers,15,"45.6075590,1.02649500","45.4187590,0.92161000"
Thiviers,Agonac,Thiviers,Agonac,13,"45.4187590,0.92161000","45.2866050,0.74865300"
Agonac,Périgueux,Agonac,Périgueux,10,"45.2866050,0.74865300","45.1874250,0.70839600"
Thiviers,Nexon,Thiviers,Nexon,27,"45.4187590,0.92161000","45.6915650,1.17843100"
Nexon,Limoges,Nexon,Limoges Bénédictins,15,"45.6915650,1.17843100","45.8358710,1.26851300"
Bergerac,Gardonne,Bergerac,Gardonne,8,"44.8570610,0.48917400","44.8347370,0.33192900"
Gardonne,Sainte-Foy-la-Grande,Gardonne,Sainte-Foy-la-Grande,6,"44.8347370,0.33192900","44.8368480,0.22149100"
Sainte-Foy-la-Grande,Vélines,Sainte-Foy-la-Grande,Vélines,6,"44.8368480,0.22149100","44.8520290,0.10351000"
Vélines,Castillon-la-Bataille,Vélines,Castillon,8,"44.8520290,0.10351000","44.8567830,-0.0406680"
Castillon-la-Bataille,Saint-Émilion,Castillon,Saint-Émilion,6,"44.8567830,-0.0406680","44.8812140,-0.1588570"
Saint-Émilion,Libourne,Saint-Émilion,Libourne,7,"44.8812140,-0.1588570","44.9159040,-0.2363590"
Bergerac,Lamonzie-Saint-Martin,Bergerac,Lamonzie-Saint-Martin,6,"44.8570610,0.48917400","44.8419570,0.38093800"
Lamonzie-Saint-Martin,Gardonne,Lamonzie-Saint-Martin,Gardonne,4,"44.8419570,0.38093800","44.8347370,0.33192900"
Sainte-Foy-la-Grande,Saint-Antoine-de-Breuilh,Sainte-Foy-la-Grande,Saint-Antoine-de-Breuilh,5,"44.8368480,0.22149100","44.8466350,0.15235200"
Saint-Antoine-de-Breuilh,Vélines,Saint-Antoine-de-Breuilh,Vélines,4,"44.8466350,0.15235200","44.8520290,0.10351000"
Vélines,Lamothe-Montravel,Vélines,Lamothe-Montravel,5,"44.8520290,0.10351000","44.8534160,0.02149000"
Lamothe-Montravel,Castillon-la-Bataille,Lamothe-Montravel,Castillon,4,"44.8534160,0.02149000","44.8567830,-0.0406680"
Libourne,Saint-Émilion,Libourne,Saint-Émilion,8,"44.9159040,-0.2363590","44.8812140,-0.1588570"
Saint-Émilion,Castillon-la-Bataille,Saint-Émilion,Castillon,7,"44.8812140,-0.1588570","44.8567830,-0.0406680"
Castillon-la-Bataille,Lamothe-Montravel,Castillon,Lamothe-Montravel,5,"44.8567830,-0.0406680","44.8534160,0.02149000"
Lamothe-Montravel,Vélines,Lamothe-Montravel,Vélines,5,"44.8534160,0.02149000","44.8520290,0.10351000"
Vélines,Saint-Antoine-de-Breuilh,Vélines,Saint-Antoine-de-Breuilh,3,"44.8520290,0.10351000","44.8466350,0.15235200"
Saint-Antoine-de-Breuilh,Sainte-Foy-la-Grande,Saint-Antoine-de-Breuilh,Sainte-Foy-la-Grande,5,"44.8466350,0.15235200","44.8368480,0.22149100"
Sainte-Foy-la-Grande,Gardonne,Sainte-Foy-la-Grande,Gardonne,6,"44.8368480,0.22149100","44.8347370,0.33192900"
Gardonne,Lamonzie-Saint-Martin,Gardonne,Lamonzie-Saint-Martin,3,"44.8347370,0.33192900","44.8419570,0.38093800"
Lamonzie-Saint-Martin,Bergerac,Lamonzie-Saint-Martin,Bergerac,8,"44.8419570,0.38093800","44.8570610,0.48917400"
Bergerac,Sainte-Foy-la-Grande,Bergerac,Sainte-Foy-la-Grande,14,"44.8570610,0.48917400","44.8368480,0.22149100"
Castillon-la-Bataille,Vélines,Castillon,Vélines,8,"44.8567830,-0.0406680","44.8520290,0.10351000"
Vélines,Sainte-Foy-la-Grande,Vélines,Sainte-Foy-la-Grande,7,"44.8520290,0.10351000","44.8368480,0.22149100"
Sainte-Foy-la-Grande,Bergerac,Sainte-Foy-la-Grande,Bergerac,15,"44.8368480,0.22149100","44.8570610,0.48917400"
Gardonne,Bergerac,Gardonne,Bergerac,10,"44.8347370,0.33192900","44.8570610,0.48917400"
Bergerac,Lalinde,Bergerac,Lalinde,16,"44.8570610,0.48917400","44.8392100,0.74279000"
Lalinde,Mauzac-et-Grand-Castang,Lalinde,Mauzac,4,"44.8392100,0.74279000","44.8558110,0.78973200"
Mauzac-et-Grand-Castang,Trémolat,Mauzac,Trémolat,3,"44.8558110,0.78973200","44.8625560,0.83034200"
Trémolat,Le Buisson-de-Cadouin,Trémolat,Le Buisson,8,"44.8625560,0.83034200","44.8472450,0.90818000"
Le Buisson-de-Cadouin,Siorac-en-Périgord,Le Buisson,Siorac-en-Périgord,6,"44.8472450,0.90818000","44.8197880,0.98418800"
Siorac-en-Périgord,Saint-Cyprien,Siorac-en-Périgord,Saint-Cyprien,6,"44.8197880,0.98418800","44.8635230,1.04328300"
Saint-Cyprien,Sarlat-la-Canéda,Saint-Cyprien,Sarlat,15,"44.8635230,1.04328300","44.8772130,1.22037600"
Lalinde,Trémolat,Lalinde,Trémolat,6,"44.8392100,0.74279000","44.8625560,0.83034200"
Mauzac-et-Grand-Castang,Le Buisson-de-Cadouin,Mauzac,Le Buisson,10,"44.8558110,0.78973200","44.8472450,0.90818000"
Lalinde,Le Buisson-de-Cadouin,Lalinde,Le Buisson,14,"44.8392100,0.74279000","44.8472450,0.90818000"
Sarlat-la-Canéda,Saint-Cyprien,Sarlat,Saint-Cyprien,14,"44.8772130,1.22037600","44.8635230,1.04328300"
Saint-Cyprien,Siorac-en-Périgord,Saint-Cyprien,Siorac-en-Périgord,7,"44.8635230,1.04328300","44.8197880,0.98418800"
Siorac-en-Périgord,Le Buisson-de-Cadouin,Siorac-en-Périgord,Le Buisson,6,"44.8197880,0.98418800","44.8472450,0.90818000"
Le Buisson-de-Cadouin,Trémolat,Le Buisson,Trémolat,8,"44.8472450,0.90818000","44.8625560,0.83034200"
Trémolat,Mauzac-et-Grand-Castang,Trémolat,Mauzac,3,"44.8625560,0.83034200","44.8558110,0.78973200"
Mauzac-et-Grand-Castang,Lalinde,Mauzac,Lalinde,4,"44.8558110,0.78973200","44.8392100,0.74279000"
Lalinde,Bergerac,Lalinde,Bergerac,16,"44.8392100,0.74279000","44.8570610,0.48917400"
Le Buisson-de-Cadouin,Mauzac-et-Grand-Castang,Le Buisson,Mauzac,10,"44.8472450,0.90818000","44.8558110,0.78973200"
Trémolat,Lalinde,Trémolat,Lalinde,7,"44.8625560,0.83034200","44.8392100,0.74279000"
Le Buisson-de-Cadouin,Lalinde,Le Buisson,Lalinde,13,"44.8472450,0.90818000","44.8392100,0.74279000"
Cenon,Bassens,Cenon,Bassens,4,"44.8563470,-0.5336490","44.9013070,-0.5222820"
Bassens,Ambarès-et-Lagrave,Bassens,La Gorp,3,"44.9013070,-0.5222820","44.9287400,-0.4966320"
Ambarès-et-Lagrave,Saint-Loubès,La Gorp,Saint-Loubès,4,"44.9287400,-0.4966320","44.9222660,-0.4331980"
Saint-Loubès,Saint-Sulpice-et-Cameyrac,Saint-Loubès,Saint-Sulpice - Izon,3,"44.9222660,-0.4331980","44.9143080,-0.3921310"
Saint-Sulpice-et-Cameyrac,Vayres,Saint-Sulpice - Izon,Vayres,4,"44.9143080,-0.3921310","44.8973260,-0.3171690"
Vayres,Libourne,Vayres,Libourne,8,"44.8973260,-0.3171690","44.9159040,-0.2363590"
Bayonne,Saint-Vincent-de-Tyrosse,Bayonne,Saint-Vincent-de-Tyrosse,14,"43.4966350,-1.4700570","43.6578030,-1.3064210"
Saint-Vincent-de-Tyrosse,Dax,Saint-Vincent-de-Tyrosse,Dax,17,"43.6578030,-1.3064210","43.7204720,-1.0498010"
Dax,Morcenx-la-Nouvelle,Dax,Morcenx,19,"43.7204720,-1.0498010","44.0335650,-0.9086400"
Morcenx-la-Nouvelle,Labouheyre,Morcenx,Labouheyre,10,"44.0335650,-0.9086400","44.2106130,-0.9209740"
Labouheyre,Ychoux,Labouheyre,Ychoux,7,"44.2106130,-0.9209740","44.3292240,-0.9465440"
Ychoux,Biganos,Ychoux,Biganos Facture,17,"44.3292240,-0.9465440","44.6377420,-0.9659010"
Biganos,Pessac,Biganos Facture,Pessac,17,"44.6377420,-0.9659010","44.8046210,-0.6317840"
Morcenx-la-Nouvelle,Biganos,Morcenx,Biganos Facture,32,"44.0335650,-0.9086400","44.6377420,-0.9659010"
Pessac,Biganos,Pessac,Biganos Facture,16,"44.8046210,-0.6317840","44.6377420,-0.9659010"
Biganos,Ychoux,Biganos Facture,Ychoux,17,"44.6377420,-0.9659010","44.3292240,-0.9465440"
Ychoux,Labouheyre,Ychoux,Labouheyre,7,"44.3292240,-0.9465440","44.2106130,-0.9209740"
Labouheyre,Morcenx-la-Nouvelle,Labouheyre,Morcenx,9,"44.2106130,-0.9209740","44.0335650,-0.9086400"
Dax,Saubusse,Dax,Saubusse,8,"43.7204720,-1.0498010","43.6602690,-1.1902220"
Saubusse,Saint-Geours-de-Maremne,Saubusse,Saint-Geours,4,"43.6602690,-1.1902220","43.6875540,-1.2286560"
Bayonne,Boucau,Bayonne,Boucau,3,"43.4966350,-1.4700570","43.5236010,-1.4902590"
Boucau,Ondres,Boucau,Ondres,4,"43.5236010,-1.4902590","43.5687470,-1.4570380"
Ondres,Labenne,Ondres,Labenne,3,"43.5687470,-1.4570380","43.5872120,-1.4289530"
Labenne,Bénesse-Maremne,Labenne,Bénesse-Maremne,4,"43.5872120,-1.4289530","43.6331980,-1.3606580"
Bénesse-Maremne,Saint-Vincent-de-Tyrosse,Bénesse-Maremne,Saint-Vincent-de-Tyrosse,4,"43.6331980,-1.3606580","43.6578030,-1.3064210"
Saint-Vincent-de-Tyrosse,Saint-Geours-de-Maremne,Saint-Vincent-de-Tyrosse,Saint-Geours,4,"43.6578030,-1.3064210","43.6875540,-1.2286560"
Saint-Geours-de-Maremne,Saubusse,Saint-Geours,Saubusse,4,"43.6875540,-1.2286560","43.6602690,-1.1902220"
Saubusse,Dax,Saubusse,Dax,11,"43.6602690,-1.1902220","43.7204720,-1.0498010"
Mont-de-Marsan,Morcenx-la-Nouvelle,Mont-de-Marsan,Morcenx,20,"43.8848980,-0.5046600","44.0335650,-0.9086400"
Ychoux,Pessac,Ychoux,Pessac,34,"44.3292240,-0.9465440","44.8046210,-0.6317840"
Morcenx-la-Nouvelle,Arengosse,Morcenx,Arengosse,6,"44.0335650,-0.9086400","44.0070340,-0.8085760"
Arengosse,Ygos-Saint-Saturnin,Arengosse,Ygos,5,"44.0070340,-0.8085760","43.9779160,-0.7365240"
Ygos-Saint-Saturnin,Saint-Martin-d'Oney,Ygos,Saint-Martin-d'Oney,6,"43.9779160,-0.7365240","43.9300670,-0.6513130"
Saint-Martin-d'Oney,Mont-de-Marsan,Saint-Martin-d'Oney,Mont-de-Marsan,9,"43.9300670,-0.6513130","43.8848980,-0.5046600"
Mont-de-Marsan,Saint-Martin-d'Oney,Mont-de-Marsan,Saint-Martin-d'Oney,9,"43.8848980,-0.5046600","43.9300670,-0.6513130"
Saint-Martin-d'Oney,Ygos-Saint-Saturnin,Saint-Martin-d'Oney,Ygos,6,"43.9300670,-0.6513130","43.9779160,-0.7365240"
Ygos-Saint-Saturnin,Arengosse,Ygos,Arengosse,5,"43.9779160,-0.7365240","44.0070340,-0.8085760"
Arengosse,Morcenx-la-Nouvelle,Arengosse,Morcenx,7,"44.0070340,-0.8085760","44.0335650,-0.9086400"
Morcenx-la-Nouvelle,Ygos-Saint-Saturnin,Morcenx,Ygos,10,"44.0335650,-0.9086400","43.9779160,-0.7365240"
Ygos-Saint-Saturnin,Mont-de-Marsan,Ygos,Mont-de-Marsan,14,"43.9779160,-0.7365240","43.8848980,-0.5046600"
Mont-de-Marsan,Ygos-Saint-Saturnin,Mont-de-Marsan,Ygos,12,"43.8848980,-0.5046600","43.9779160,-0.7365240"
Ygos-Saint-Saturnin,Morcenx-la-Nouvelle,Ygos,Morcenx,11,"43.9779160,-0.7365240","44.0335650,-0.9086400"
Bordeaux,Ychoux,Bordeaux Saint-Jean,Ychoux,34,"44.8252330,-0.5568750","44.3292240,-0.9465440"
Morcenx-la-Nouvelle,Mont-de-Marsan,Morcenx,Mont-de-Marsan,20,"44.0335650,-0.9086400","43.8848980,-0.5046600"
Preignac,Cérons,Preignac,Cérons,4,"44.5784700,-0.3020950","44.6323460,-0.3405260"
Podensac,Portets,Podensac,Portets,5,"44.6490460,-0.3583220","44.6929000,-0.4253930"
Villenave-d'Ornon,Bègles,Villenave-d'Ornon,Bègles,6,"44.7694440,-0.5460660","44.7993190,-0.5553570"
Bègles,Bordeaux,Bègles,Bordeaux Saint-Jean,4,"44.7993190,-0.5553570","44.8252330,-0.5568750"
Bordeaux,Bègles,Bordeaux Saint-Jean,Bègles,4,"44.8252330,-0.5568750","44.7993190,-0.5553570"
Bègles,Villenave-d'Ornon,Bègles,Villenave-d'Ornon,3,"44.7993190,-0.5553570","44.7694440,-0.5460660"
Villenave-d'Ornon,Saint-Médard-d'Eyrans,Villenave-d'Ornon,Saint-Médard-d'Eyrans,14,"44.7694440,-0.5460660","44.7168570,-0.5057170"
Langon,Cérons,Langon,Cérons,7,"44.5541770,-0.2551910","44.6323460,-0.3405260"
Cérons,Langon,Cérons,Langon,9,"44.6323460,-0.3405260","44.5541770,-0.2551910"
Cadaujac,Bègles,Cadaujac,Bègles,8,"44.7521200,-0.5406480","44.7993190,-0.5553570"
Bègles,Cadaujac,Bègles,Cadaujac,4,"44.7993190,-0.5553570","44.7521200,-0.5406480"
Saint-Médard-d'Eyrans,Villenave-d'Ornon,Saint-Médard-d'Eyrans,Villenave-d'Ornon,12,"44.7168570,-0.5057170","44.7694440,-0.5460660"
Portets,Podensac,Portets,Podensac,4,"44.6929000,-0.4253930","44.6490460,-0.3583220"
Cérons,Preignac,Cérons,Preignac,4,"44.6323460,-0.3405260","44.5784700,-0.3020950"
Bordeaux,Beautiran,Bordeaux Saint-Jean,Beautiran,12,"44.8252330,-0.5568750","44.7010590,-0.4501740"
Beautiran,Cérons,Beautiran,Cérons,7,"44.7010590,-0.4501740","44.6323460,-0.3405260"
Cérons,Beautiran,Cérons,Beautiran,7,"44.6323460,-0.3405260","44.7010590,-0.4501740"
Beautiran,Bordeaux,Beautiran,Bordeaux Saint-Jean,15,"44.7010590,-0.4501740","44.8252330,-0.5568750"
Saint-Macaire,Caudrot,Saint-Macaire,Caudrot,4,"44.5683820,-0.2270950","44.5798920,-0.1450220"
Caudrot,La Réole,Caudrot,La Réole,5,"44.5798920,-0.1450220","44.5797700,-0.0306740"
La Réole,Sainte-Bazeille,La Réole,Sainte-Bazeille,6,"44.5797700,-0.0306740","44.5326940,0.09312700"
Sainte-Bazeille,Marmande,Sainte-Bazeille,Marmande,5,"44.5326940,0.09312700","44.5030710,0.16809100"
La Réole,Saint-Pierre-d'Aurillac,La Réole,Saint-Pierre-d'Aurillac,7,"44.5797700,-0.0306740","44.5749990,-0.1877220"
Saint-Pierre-d'Aurillac,Langon,Saint-Pierre-d'Aurillac,Langon,4,"44.5749990,-0.1877220","44.5541770,-0.2551910"
Langon,Saint-Pierre-d'Aurillac,Langon,Saint-Pierre-d'Aurillac,4,"44.5541770,-0.2551910","44.5749990,-0.1877220"
Saint-Pierre-d'Aurillac,La Réole,Saint-Pierre-d'Aurillac,La Réole,7,"44.5749990,-0.1877220","44.5797700,-0.0306740"
Saint-Pierre-d'Aurillac,Gironde-sur-Dropt,Saint-Pierre-d'Aurillac,Gironde,4,"44.5749990,-0.1877220","44.5834220,-0.0918710"
Saint-Médard-d'Eyrans,Bègles,Saint-Médard-d'Eyrans,Bègles,9,"44.7168570,-0.5057170","44.7993190,-0.5553570"
Marmande,Sainte-Bazeille,Marmande,Sainte-Bazeille,6,"44.5030710,0.16809100","44.5326940,0.09312700"
Sainte-Bazeille,Lamothe-Landerron,Sainte-Bazeille,Lamothe-Landerron,3,"44.5326940,0.09312700","44.5629070,0.04520100"
Lamothe-Landerron,La Réole,Lamothe-Landerron,La Réole,4,"44.5629070,0.04520100","44.5797700,-0.0306740"
La Réole,Lamothe-Landerron,La Réole,Lamothe-Landerron,4,"44.5797700,-0.0306740","44.5629070,0.04520100"
Lamothe-Landerron,Sainte-Bazeille,Lamothe-Landerron,Sainte-Bazeille,4,"44.5629070,0.04520100","44.5326940,0.09312700"
Sainte-Bazeille,La Réole,Sainte-Bazeille,La Réole,6,"44.5326940,0.09312700","44.5797700,-0.0306740"
Langon,Caudrot,Langon,Caudrot,5,"44.5541770,-0.2551910","44.5798920,-0.1450220"
La Réole,Caudrot,La Réole,Caudrot,6,"44.5797700,-0.0306740","44.5798920,-0.1450220"
Caudrot,Saint-Macaire,Caudrot,Saint-Macaire,4,"44.5798920,-0.1450220","44.5683820,-0.2270950"
Pau,Artix,Pau,Artix,12,"43.2917110,-0.3696750","43.3934150,-0.5701460"
Artix,Orthez,Artix,Orthez,11,"43.3934150,-0.5701460","43.4843330,-0.7677340"
Orthez,Puyoô,Orthez,Puyoô,11,"43.4843330,-0.7677340","43.5249250,-0.9107630"
Puyoô,Peyrehorade,Puyoô,Peyrehorade,12,"43.5249250,-0.9107630","43.5464600,-1.1157370"
Peyrehorade,Urt,Peyrehorade,Urt,10,"43.5464600,-1.1157370","43.4992130,-1.3005290"
Urt,Bayonne,Urt,Bayonne,13,"43.4992130,-1.3005290","43.4966350,-1.4700570"
Bayonne,Urt,Bayonne,Urt,13,"43.4966350,-1.4700570","43.4992130,-1.3005290"
Urt,Peyrehorade,Urt,Peyrehorade,10,"43.4992130,-1.3005290","43.5464600,-1.1157370"
Peyrehorade,Puyoô,Peyrehorade,Puyoô,12,"43.5464600,-1.1157370","43.5249250,-0.9107630"
Puyoô,Orthez,Puyoô,Orthez,13,"43.5249250,-0.9107630","43.4843330,-0.7677340"
Orthez,Artix,Orthez,Artix,11,"43.4843330,-0.7677340","43.3934150,-0.5701460"
Artix,Pau,Artix,Pau,12,"43.3934150,-0.5701460","43.2917110,-0.3696750"
Pau,Assat,Pau,Assat,5,"43.2917110,-0.3696750","43.2543990,-0.2950180"
Assat,Coarraze,Assat,Coarraze - Nay,6,"43.2543990,-0.2950180","43.1818300,-0.2416990"
Coarraze,Montaut,Coarraze - Nay,Montaut Bétharram,5,"43.1818300,-0.2416990","43.1271810,-0.1990310"
Montaut,Saint-Pé-de-Bigorre,Montaut Bétharram,Saint-Pé-de-Bigorre,3,"43.1271810,-0.1990310","43.1014830,-0.1614230"
Saint-Pé-de-Bigorre,Lourdes,Saint-Pé-de-Bigorre,Lourdes,8,"43.1014830,-0.1614230","43.1004290,-0.0421860"
Lourdes,Tarbes,Lourdes,Tarbes,15,"43.1004290,-0.0421860","43.2398630,0.06944200"
Dax,Puyoô,Dax,Puyoô,17,"43.7204720,-1.0498010","43.5249250,-0.9107630"
Coarraze,Lourdes,Coarraze - Nay,Lourdes,15,"43.1818300,-0.2416990","43.1004290,-0.0421860"
Tarbes,Lourdes,Tarbes,Lourdes,13,"43.2398630,0.06944200","43.1004290,-0.0421860"
Lourdes,Coarraze,Lourdes,Coarraze - Nay,16,"43.1004290,-0.0421860","43.1818300,-0.2416990"
Coarraze,Assat,Coarraze - Nay,Assat,6,"43.1818300,-0.2416990","43.2543990,-0.2950180"
Assat,Pau,Assat,Pau,5,"43.2543990,-0.2950180","43.2917110,-0.3696750"
Puyoô,Dax,Puyoô,Dax,18,"43.5249250,-0.9107630","43.7204720,-1.0498010"
Moulins,Bessay-sur-Allier,Moulins sur Allier,Bessay,8,"46.5613940,3.33878200","46.4429730,3.36064200"
Bessay-sur-Allier,Varennes-sur-Allier,Bessay,Varennes-sur-Allier,9,"46.4429730,3.36064200","46.3155000,3.39423900"
Vichy,Riom,Vichy,Riom - Châtel-Guyon,20,"46.1269910,3.43047600","45.8899650,3.12049800"
Riom,Clermont-Ferrand,Riom - Châtel-Guyon,Clermont-Ferrand,9,"45.8899650,3.12049800","45.7789450,3.10054300"
Clermont-Ferrand,Riom,Clermont-Ferrand,Riom - Châtel-Guyon,8,"45.7789450,3.10054300","45.8899650,3.12049800"
Riom,Vichy,Riom - Châtel-Guyon,Vichy,20,"45.8899650,3.12049800","46.1269910,3.43047600"
Vichy,Saint-Germain-des-Fossés,Vichy,Saint-Germain-des-Fossés,8,"46.1269910,3.43047600","46.2092390,3.43057400"
Saint-Germain-des-Fossés,Varennes-sur-Allier,Saint-Germain-des-Fossés,Varennes-sur-Allier,7,"46.2092390,3.43057400","46.3155000,3.39423900"
Varennes-sur-Allier,Bessay-sur-Allier,Varennes-sur-Allier,Bessay,8,"46.3155000,3.39423900","46.4429730,3.36064200"
Bessay-sur-Allier,Moulins,Bessay,Moulins sur Allier,7,"46.4429730,3.36064200","46.5613940,3.33878200"
Moulins,Chantenay-Saint-Imbert,Moulins sur Allier,Chantenay-Saint-Imbert,12,"46.5613940,3.33878200","46.7285560,3.17147200"
Chantenay-Saint-Imbert,Saint-Pierre-le-Moûtier,Chantenay-Saint-Imbert,Saint-Pierre-le-Moûtier,5,"46.7285560,3.17147200","46.7932780,3.11173800"
Saint-Pierre-le-Moûtier,Nevers,Saint-Pierre-le-Moûtier,Nevers,15,"46.7932780,3.11173800","46.9872820,3.15074300"
Nevers,,Nevers,Saincaize,6,"46.9872820,3.15074300","46.9314050,3.07193700"
,Saint-Pierre-le-Moûtier,Saincaize,Saint-Pierre-le-Moûtier,9,"46.9314050,3.07193700","46.7932780,3.11173800"
Saint-Pierre-le-Moûtier,Chantenay-Saint-Imbert,Saint-Pierre-le-Moûtier,Chantenay-Saint-Imbert,5,"46.7932780,3.11173800","46.7285560,3.17147200"
Chantenay-Saint-Imbert,Villeneuve-sur-Allier,Chantenay-Saint-Imbert,Villeneuve-sur-Allier,6,"46.7285560,3.17147200","46.6589540,3.24716500"
Villeneuve-sur-Allier,Moulins,Villeneuve-sur-Allier,Moulins sur Allier,7,"46.6589540,3.24716500","46.5613940,3.33878200"
Varennes-sur-Allier,Moulins,Varennes-sur-Allier,Moulins sur Allier,15,"46.3155000,3.39423900","46.5613940,3.33878200"
Vic-le-Comte,Les Martres-de-Veyre,Vic-le-Comte,Les Martres-de-Veyre,3,"45.6649410,3.20704200","45.6881950,3.19332500"
Les Martres-de-Veyre,Le Cendre,Les Martres-de-Veyre,Le Cendre - Orcet,3,"45.6881950,3.19332500","45.7238280,3.18868200"
Le Cendre,Cournon-d'Auvergne,Le Cendre - Orcet,Sarliève - Cournon,3,"45.7238280,3.18868200","45.7387430,3.16807500"
Cournon-d'Auvergne,Clermont-Ferrand,Sarliève - Cournon,Clermont la Pardieu,4,"45.7387430,3.16807500","45.7669880,3.13419300"
Clermont-Ferrand,Clermont-Ferrand,Clermont la Pardieu,Clermont-Ferrand,4,"45.7669880,3.13419300","45.7789450,3.10054300"
Moulins,Saint-Pierre-le-Moûtier,Moulins sur Allier,Saint-Pierre-le-Moûtier,15,"46.5613940,3.33878200","46.7932780,3.11173800"
Clermont-Ferrand,Clermont-Ferrand,Clermont-Ferrand,Clermont la Pardieu,3,"45.7789450,3.10054300","45.7669880,3.13419300"
Clermont-Ferrand,Cournon-d'Auvergne,Clermont la Pardieu,Sarliève - Cournon,4,"45.7669880,3.13419300","45.7387430,3.16807500"
Cournon-d'Auvergne,Le Cendre,Sarliève - Cournon,Le Cendre - Orcet,2,"45.7387430,3.16807500","45.7238280,3.18868200"
Le Cendre,Les Martres-de-Veyre,Le Cendre - Orcet,Les Martres-de-Veyre,3,"45.7238280,3.18868200","45.6881950,3.19332500"
Les Martres-de-Veyre,Vic-le-Comte,Les Martres-de-Veyre,Vic-le-Comte,4,"45.6881950,3.19332500","45.6649410,3.20704200"
Issoire,Parent,Issoire,Parent - Coudes - Champeix,9,"45.5439490,3.25404000","45.6144160,3.21677100"
Parent,Vic-le-Comte,Parent - Coudes - Champeix,Vic-le-Comte,6,"45.6144160,3.21677100","45.6649410,3.20704200"
Vic-le-Comte,Parent,Vic-le-Comte,Parent - Coudes - Champeix,6,"45.6649410,3.20704200","45.6144160,3.21677100"
Parent,Issoire,Parent - Coudes - Champeix,Issoire,9,"45.6144160,3.21677100","45.5439490,3.25404000"
Issoire,Le Breuil-sur-Couze,Issoire,Le Breuil-sur-Couze,6,"45.5439490,3.25404000","45.4670990,3.26222100"
Le Breuil-sur-Couze,Brassac-les-Mines,Le Breuil-sur-Couze,Brassac-les-Mines - Sainte-Florine,8,"45.4670990,3.26222100","45.4142460,3.33016700"
Brassac-les-Mines,Bournoncle-Saint-Pierre,Brassac-les-Mines - Sainte-Florine,Arvant,5,"45.4142460,3.33016700","45.3654810,3.31021600"
Bournoncle-Saint-Pierre,Brioude,Arvant,Brioude,8,"45.3654810,3.31021600","45.3005610,3.37856000"
Moulins,Dompierre-sur-Besbre,Moulins sur Allier,Dompierre Sept Fons,18,"46.5613940,3.33878200","46.5263020,3.67491100"
Dompierre-sur-Besbre,Gilly-sur-Loire,Dompierre Sept Fons,Gilly-sur-Loire,6,"46.5263020,3.67491100","46.5369920,3.78211100"
Gilly-sur-Loire,Saint-Agnan,Gilly-sur-Loire,Saint-Agnan,7,"46.5369920,3.78211100","46.5020310,3.87893800"
Saint-Agnan,Digoin,Saint-Agnan,Digoin,10,"46.5020310,3.87893800","46.4851910,3.98767800"
Digoin,Paray-le-Monial,Digoin,Paray-le-Monial,13,"46.4851910,3.98767800","46.4472940,4.11366600"
Paray-le-Monial,Génelard,Paray-le-Monial,Génelard,13,"46.4472940,4.11366600","46.5812200,4.23796500"
Génelard,Ciry-le-Noble,Génelard,Ciry-le-Noble,5,"46.5812200,4.23796500","46.6041910,4.29951800"
Ciry-le-Noble,Saint-Vallier,Ciry-le-Noble,Galuzot,5,"46.6041910,4.29951800","46.6422360,4.32996200"
Saint-Vallier,Montceau-les-Mines,Galuzot,Montceau-les-Mines,4,"46.6422360,4.32996200","46.6706640,4.36102600"
Montceau-les-Mines,Blanzy,Montceau-les-Mines,Blanzy,3,"46.6706640,4.36102600","46.6940640,4.39135800"
Blanzy,Montchanin,Blanzy,Montchanin,9,"46.6940640,4.39135800","46.7592110,4.48147000"
